,tradedate,tradetime,secid,rate,clearing,date
2794,2023-04-12,18:49:00,GBP/RUB,102.0503,vk,2023-04-12
2795,2023-04-12,18:49:00,HKD/RUB,10.4744,vk,2023-04-12
2796,2023-04-12,18:49:00,JPY/RUB,0.61378,vk,2023-04-12
2797,2023-04-12,18:49:00,TRY/RUB,4.2581,vk,2023-04-12
2798,2023-04-12,18:49:00,USD/RUB,81.9891,vk,2023-04-12
2799,2023-04-13,18:49:00,CAD/RUB,60.739,vk,2023-04-13
2800,2023-04-13,18:49:00,CHF/RUB,91.6162,vk,2023-04-13
2801,2023-04-13,18:49:00,CNY/RUB,11.8529,vk,2023-04-13
2802,2023-04-13,18:49:00,EUR/RUB,90.3706,vk,2023-04-13
2803,2023-04-13,18:49:00,GBP/RUB,101.8171,vk,2023-04-13
2804,2023-04-13,18:49:00,HKD/RUB,10.4212,vk,2023-04-13
2805,2023-04-13,18:49:00,JPY/RUB,0.61309,vk,2023-04-13
2806,2023-04-13,18:49:00,TRY/RUB,4.2306,vk,2023-04-13
2807,2023-04-13,18:49:00,USD/RUB,81.5373,vk,2023-04-13
2808,2023-04-14,18:49:00,CAD/RUB,61.0109,vk,2023-04-14
2809,2023-04-14,18:49:00,CHF/RUB,91.7637,vk,2023-04-14
2810,2023-04-14,18:49:00,CNY/RUB,11.893,vk,2023-04-14
2811,2023-04-14,18:49:00,EUR/RUB,90.0199,vk,2023-04-14
2812,2023-04-14,18:49:00,GBP/RUB,101.9621,vk,2023-04-14
2813,2023-04-14,18:49:00,HKD/RUB,10.3993,vk,2023-04-14
2814,2023-04-14,18:49:00,JPY/RUB,0.61527,vk,2023-04-14
2815,2023-04-14,18:49:00,TRY/RUB,4.2177,vk,2023-04-14
2816,2023-04-14,18:49:00,USD/RUB,81.8617,vk,2023-04-14
2817,2023-04-17,18:49:00,CAD/RUB,61.0896,vk,2023-04-17
2818,2023-04-17,18:49:00,CHF/RUB,91.2145,vk,2023-04-17
2819,2023-04-17,18:49:00,CNY/RUB,11.806,vk,2023-04-17
2820,2023-04-17,18:49:00,EUR/RUB,89.23,vk,2023-04-17
2821,2023-04-17,18:49:00,GBP/RUB,101.5778,vk,2023-04-17
2822,2023-04-17,18:49:00,HKD/RUB,10.415,vk,2023-04-17
2823,2023-04-17,18:49:00,JPY/RUB,0.60985,vk,2023-04-17
2824,2023-04-17,18:49:00,TRY/RUB,4.2177,vk,2023-04-17
2825,2023-04-17,18:49:00,USD/RUB,81.4142,vk,2023-04-17
2826,2023-04-18,18:49:00,CAD/RUB,60.9067,vk,2023-04-18
2827,2023-04-18,18:49:00,CHF/RUB,91.0746,vk,2023-04-18
2828,2023-04-18,18:49:00,CNY/RUB,11.8495,vk,2023-04-18
2829,2023-04-18,18:49:00,EUR/RUB,89.4908,vk,2023-04-18
2830,2023-04-18,18:49:00,GBP/RUB,100.9019,vk,2023-04-18
2831,2023-04-18,18:49:00,HKD/RUB,10.4118,vk,2023-04-18
2832,2023-04-18,18:49:00,JPY/RUB,0.60707,vk,2023-04-18
2833,2023-04-18,18:49:00,TRY/RUB,4.2125,vk,2023-04-18
2834,2023-04-18,18:49:00,USD/RUB,81.5353,vk,2023-04-18
2835,2023-04-19,18:49:00,CAD/RUB,60.9957,vk,2023-04-19
2836,2023-04-19,18:49:00,CHF/RUB,90.8791,vk,2023-04-19
2837,2023-04-19,18:49:00,CNY/RUB,11.845,vk,2023-04-19
2838,2023-04-19,18:49:00,EUR/RUB,89.6123,vk,2023-04-19
2839,2023-04-19,18:49:00,GBP/RUB,101.4807,vk,2023-04-19
2840,2023-04-19,18:49:00,HKD/RUB,10.4198,vk,2023-04-19
2841,2023-04-19,18:49:00,JPY/RUB,0.60891,vk,2023-04-19
2842,2023-04-19,18:49:00,TRY/RUB,4.2105,vk,2023-04-19
2843,2023-04-19,18:49:00,USD/RUB,81.7455,vk,2023-04-19
2844,2023-04-20,18:49:00,CAD/RUB,60.7057,vk,2023-04-20
2845,2023-04-20,18:49:00,CHF/RUB,91.1229,vk,2023-04-20
2846,2023-04-20,18:49:00,CNY/RUB,11.8292,vk,2023-04-20
2847,2023-04-20,18:49:00,EUR/RUB,89.585,vk,2023-04-20
2848,2023-04-20,18:49:00,GBP/RUB,101.6154,vk,2023-04-20
2849,2023-04-20,18:49:00,HKD/RUB,10.4139,vk,2023-04-20
2850,2023-04-20,18:49:00,JPY/RUB,0.60539,vk,2023-04-20
2851,2023-04-20,18:49:00,TRY/RUB,4.2076,vk,2023-04-20
2852,2023-04-20,18:49:00,USD/RUB,81.5703,vk,2023-04-20
2853,2023-04-21,18:49:00,CAD/RUB,60.4991,vk,2023-04-21
2854,2023-04-21,18:49:00,CHF/RUB,91.1684,vk,2023-04-21
2855,2023-04-21,18:49:00,CNY/RUB,11.8122,vk,2023-04-21
2856,2023-04-21,18:49:00,EUR/RUB,89.6744,vk,2023-04-21
2857,2023-04-21,18:49:00,GBP/RUB,101.5156,vk,2023-04-21
2858,2023-04-21,18:49:00,HKD/RUB,10.3996,vk,2023-04-21
2859,2023-04-21,18:49:00,JPY/RUB,0.60702,vk,2023-04-21
2860,2023-04-21,18:49:00,TRY/RUB,4.2007,vk,2023-04-21
2861,2023-04-21,18:49:00,USD/RUB,81.6134,vk,2023-04-21
2862,2023-04-24,18:49:00,CAD/RUB,60.0299,vk,2023-04-24
2863,2023-04-24,18:49:00,CHF/RUB,91.3505,vk,2023-04-24
2864,2023-04-24,18:49:00,CNY/RUB,11.7722,vk,2023-04-24
2865,2023-04-24,18:49:00,EUR/RUB,89.6825,vk,2023-04-24
2866,2023-04-24,18:49:00,GBP/RUB,100.7641,vk,2023-04-24
2867,2023-04-24,18:49:00,HKD/RUB,10.3746,vk,2023-04-24
2868,2023-04-24,18:49:00,JPY/RUB,0.60616,vk,2023-04-24
2869,2023-04-24,18:49:00,TRY/RUB,4.1898,vk,2023-04-24
2870,2023-04-24,18:49:00,USD/RUB,81.3334,vk,2023-04-24
2871,2023-04-25,18:49:00,CAD/RUB,60.22,vk,2023-04-25
2872,2023-04-25,18:49:00,CHF/RUB,92.0012,vk,2023-04-25
2873,2023-04-25,18:49:00,CNY/RUB,11.7586,vk,2023-04-25
2874,2023-04-25,18:49:00,EUR/RUB,89.8244,vk,2023-04-25
2875,2023-04-25,18:49:00,GBP/RUB,101.5786,vk,2023-04-25
2876,2023-04-25,18:49:00,HKD/RUB,10.4071,vk,2023-04-25
2877,2023-04-25,18:49:00,JPY/RUB,0.60727,vk,2023-04-25
2878,2023-04-25,18:49:00,TRY/RUB,4.203,vk,2023-04-25
2879,2023-04-25,18:49:00,USD/RUB,81.6214,vk,2023-04-25
2880,2023-04-26,18:49:00,CAD/RUB,59.9188,vk,2023-04-26
2881,2023-04-26,18:49:00,CHF/RUB,91.7265,vk,2023-04-26
2882,2023-04-26,18:49:00,CNY/RUB,11.7577,vk,2023-04-26
2883,2023-04-26,18:49:00,EUR/RUB,90.3099,vk,2023-04-26
2884,2023-04-26,18:49:00,GBP/RUB,101.2343,vk,2023-04-26
2885,2023-04-26,18:49:00,HKD/RUB,10.417,vk,2023-04-26
2886,2023-04-26,18:49:00,JPY/RUB,0.61034,vk,2023-04-26
2887,2023-04-26,18:49:00,TRY/RUB,4.2052,vk,2023-04-26
2888,2023-04-26,18:49:00,USD/RUB,81.658,vk,2023-04-26
2889,2023-04-27,18:49:00,CAD/RUB,59.8606,vk,2023-04-27
2890,2023-04-27,18:49:00,CHF/RUB,91.3839,vk,2023-04-27
2891,2023-04-27,18:49:00,CNY/RUB,11.7044,vk,2023-04-27
2892,2023-04-27,18:49:00,EUR/RUB,89.8272,vk,2023-04-27
2893,2023-04-27,18:49:00,GBP/RUB,101.7218,vk,2023-04-27
2894,2023-04-27,18:49:00,HKD/RUB,10.4084,vk,2023-04-27
2895,2023-04-27,18:49:00,JPY/RUB,0.61016,vk,2023-04-27
2896,2023-04-27,18:49:00,TRY/RUB,4.1997,vk,2023-04-27
2897,2023-04-27,18:49:00,USD/RUB,81.35,vk,2023-04-27
2898,2023-04-28,18:49:00,CAD/RUB,59.1458,vk,2023-04-28
2899,2023-04-28,18:49:00,CHF/RUB,89.8541,vk,2023-04-28
2900,2023-04-28,18:49:00,CNY/RUB,11.6055,vk,2023-04-28
2901,2023-04-28,18:49:00,EUR/RUB,89.0214,vk,2023-04-28
2902,2023-04-28,18:49:00,GBP/RUB,100.5883,vk,2023-04-28
2903,2023-04-28,18:49:00,HKD/RUB,10.2743,vk,2023-04-28
2904,2023-04-28,18:49:00,JPY/RUB,0.60059,vk,2023-04-28
2905,2023-04-28,18:49:00,TRY/RUB,4.144,vk,2023-04-28
2906,2023-04-28,18:49:00,USD/RUB,80.3514,vk,2023-04-28
2907,2023-05-02,18:49:00,CAD/RUB,59.0292,vk,2023-05-02
2908,2023-05-02,18:49:00,CHF/RUB,89.0334,vk,2023-05-02
2909,2023-05-02,18:49:00,CNY/RUB,11.5,vk,2023-05-02
2910,2023-05-02,18:49:00,EUR/RUB,87.7695,vk,2023-05-02
2911,2023-05-02,18:49:00,GBP/RUB,100.4789,vk,2023-05-02
2912,2023-05-02,18:49:00,HKD/RUB,10.2043,vk,2023-05-02
2913,2023-05-02,18:49:00,JPY/RUB,0.58145,vk,2023-05-02
2914,2023-05-02,18:49:00,TRY/RUB,4.1123,vk,2023-05-02
2915,2023-05-02,18:49:00,USD/RUB,79.7231,vk,2023-05-02
2916,2023-05-03,18:49:00,CAD/RUB,58.237,vk,2023-05-03
2917,2023-05-03,18:49:00,CHF/RUB,89.34,vk,2023-05-03
2918,2023-05-03,18:49:00,CNY/RUB,11.4483,vk,2023-05-03
2919,2023-05-03,18:49:00,EUR/RUB,87.5552,vk,2023-05-03
2920,2023-05-03,18:49:00,GBP/RUB,98.9118,vk,2023-05-03
2921,2023-05-03,18:49:00,HKD/RUB,10.1209,vk,2023-05-03
2922,2023-05-03,18:49:00,JPY/RUB,0.5767,vk,2023-05-03
2923,2023-05-03,18:49:00,TRY/RUB,4.0756,vk,2023-05-03
2924,2023-05-03,18:49:00,USD/RUB,79.1003,vk,2023-05-03
2925,2023-05-04,18:49:00,CAD/RUB,57.7364,vk,2023-05-04
2926,2023-05-04,18:49:00,CHF/RUB,88.5391,vk,2023-05-04
2927,2023-05-04,18:49:00,CNY/RUB,11.2571,vk,2023-05-04
2928,2023-05-04,18:49:00,EUR/RUB,86.1213,vk,2023-05-04
2929,2023-05-04,18:49:00,GBP/RUB,98.5268,vk,2023-05-04
2930,2023-05-04,18:49:00,HKD/RUB,10.035,vk,2023-05-04
2931,2023-05-04,18:49:00,JPY/RUB,0.57165,vk,2023-05-04
2932,2023-05-04,18:49:00,TRY/RUB,4.038,vk,2023-05-04
2933,2023-05-04,18:49:00,USD/RUB,78.0446,vk,2023-05-04
2934,2023-05-05,18:49:00,CAD/RUB,56.6274,vk,2023-05-05
2935,2023-05-05,18:49:00,CHF/RUB,86.1122,vk,2023-05-05
2936,2023-05-05,18:49:00,CNY/RUB,11.165,vk,2023-05-05
2937,2023-05-05,18:49:00,EUR/RUB,85.4568,vk,2023-05-05
2938,2023-05-05,18:49:00,GBP/RUB,96.579,vk,2023-05-05
2939,2023-05-05,18:49:00,HKD/RUB,9.8061,vk,2023-05-05
2940,2023-05-05,18:49:00,JPY/RUB,0.55862,vk,2023-05-05
2941,2023-05-05,18:49:00,TRY/RUB,3.9431,vk,2023-05-05
2942,2023-05-05,18:49:00,USD/RUB,77.3406,vk,2023-05-05
2943,2023-05-08,18:49:00,CAD/RUB,56.6274,vk,2023-05-08
2944,2023-05-08,18:49:00,CHF/RUB,86.1122,vk,2023-05-08
2945,2023-05-08,18:49:00,CNY/RUB,11.2381,vk,2023-05-08
2946,2023-05-08,18:49:00,EUR/RUB,86.3797,vk,2023-05-08
2947,2023-05-08,18:49:00,GBP/RUB,96.579,vk,2023-05-08
2948,2023-05-08,18:49:00,HKD/RUB,9.8061,vk,2023-05-08
2949,2023-05-08,18:49:00,JPY/RUB,0.55862,vk,2023-05-08
2950,2023-05-08,18:49:00,TRY/RUB,3.9431,vk,2023-05-08
2951,2023-05-08,18:49:00,USD/RUB,78.1236,vk,2023-05-08
2952,2023-05-10,18:49:00,CAD/RUB,57.2763,vk,2023-05-10
2953,2023-05-10,18:49:00,CHF/RUB,86.1041,vk,2023-05-10
2954,2023-05-10,18:49:00,CNY/RUB,10.9709,vk,2023-05-10
2955,2023-05-10,18:49:00,EUR/RUB,83.7375,vk,2023-05-10
2956,2023-05-10,18:49:00,GBP/RUB,96.7251,vk,2023-05-10
2957,2023-05-10,18:49:00,HKD/RUB,9.8136,vk,2023-05-10
2958,2023-05-10,18:49:00,JPY/RUB,0.56747,vk,2023-05-10
2959,2023-05-10,18:49:00,TRY/RUB,3.9313,vk,2023-05-10
2960,2023-05-10,18:49:00,USD/RUB,76.2629,vk,2023-05-10
2961,2023-05-11,18:49:00,CAD/RUB,56.7361,vk,2023-05-11
2962,2023-05-11,18:49:00,CHF/RUB,84.8062,vk,2023-05-11
2963,2023-05-11,18:49:00,CNY/RUB,11.032,vk,2023-05-11
2964,2023-05-11,18:49:00,EUR/RUB,83.9427,vk,2023-05-11
2965,2023-05-11,18:49:00,GBP/RUB,95.7512,vk,2023-05-11
2966,2023-05-11,18:49:00,HKD/RUB,9.699,vk,2023-05-11
2967,2023-05-11,18:49:00,JPY/RUB,0.56588,vk,2023-05-11
2968,2023-05-11,18:49:00,TRY/RUB,3.8853,vk,2023-05-11
2969,2023-05-11,18:49:00,USD/RUB,76.8465,vk,2023-05-11
2970,2023-05-12,18:49:00,CAD/RUB,57.2858,vk,2023-05-12
2971,2023-05-12,18:49:00,CHF/RUB,86.5614,vk,2023-05-12
2972,2023-05-12,18:49:00,CNY/RUB,11.1345,vk,2023-05-12
2973,2023-05-12,18:49:00,EUR/RUB,84.6925,vk,2023-05-12
2974,2023-05-12,18:49:00,GBP/RUB,96.6827,vk,2023-05-12
2975,2023-05-12,18:49:00,HKD/RUB,9.8626,vk,2023-05-12
2976,2023-05-12,18:49:00,JPY/RUB,0.5738,vk,2023-05-12
2977,2023-05-12,18:49:00,TRY/RUB,3.9478,vk,2023-05-12
2978,2023-05-12,18:49:00,USD/RUB,77.8037,vk,2023-05-12
2979,2023-05-15,18:49:00,CAD/RUB,58.4457,vk,2023-05-15
2980,2023-05-15,18:49:00,CHF/RUB,88.1734,vk,2023-05-15
2981,2023-05-15,18:49:00,CNY/RUB,11.394,vk,2023-05-15
2982,2023-05-15,18:49:00,EUR/RUB,86.4802,vk,2023-05-15
2983,2023-05-15,18:49:00,GBP/RUB,98.6936,vk,2023-05-15
2984,2023-05-15,18:49:00,HKD/RUB,10.1087,vk,2023-05-15
2985,2023-05-15,18:49:00,JPY/RUB,0.58162,vk,2023-05-15
2986,2023-05-15,18:49:00,TRY/RUB,4.0393,vk,2023-05-15
2987,2023-05-15,18:49:00,USD/RUB,79.3589,vk,2023-05-15
2988,2023-05-16,18:49:00,CAD/RUB,59.3014,vk,2023-05-16
2989,2023-05-16,18:49:00,CHF/RUB,89.5731,vk,2023-05-16
2990,2023-05-16,18:49:00,CNY/RUB,11.5016,vk,2023-05-16
2991,2023-05-16,18:49:00,EUR/RUB,87.5225,vk,2023-05-16
2992,2023-05-16,18:49:00,GBP/RUB,100.0547,vk,2023-05-16
2993,2023-05-16,18:49:00,HKD/RUB,10.2211,vk,2023-05-16
2994,2023-05-16,18:49:00,JPY/RUB,0.5883,vk,2023-05-16
2995,2023-05-16,18:49:00,TRY/RUB,4.0689,vk,2023-05-16
2996,2023-05-16,18:49:00,USD/RUB,80.4938,vk,2023-05-16
2997,2023-05-17,18:49:00,CAD/RUB,60.021,vk,2023-05-17
2998,2023-05-17,18:49:00,CHF/RUB,89.6981,vk,2023-05-17
2999,2023-05-17,18:49:00,CNY/RUB,11.368,vk,2023-05-17
3000,2023-05-17,18:49:00,EUR/RUB,86.5498,vk,2023-05-17
3001,2023-05-17,18:49:00,GBP/RUB,100.9068,vk,2023-05-17
3002,2023-05-17,18:49:00,HKD/RUB,10.3319,vk,2023-05-17
3003,2023-05-17,18:49:00,JPY/RUB,0.59198,vk,2023-05-17
3004,2023-05-17,18:49:00,TRY/RUB,4.1002,vk,2023-05-17
3005,2023-05-17,18:49:00,USD/RUB,79.8086,vk,2023-05-17
3006,2023-05-18,18:49:00,CAD/RUB,59.4493,vk,2023-05-18
3007,2023-05-18,18:49:00,CHF/RUB,88.89,vk,2023-05-18
3008,2023-05-18,18:49:00,CNY/RUB,11.4029,vk,2023-05-18
3009,2023-05-18,18:49:00,EUR/RUB,86.6402,vk,2023-05-18
3010,2023-05-18,18:49:00,GBP/RUB,99.7736,vk,2023-05-18
3011,2023-05-18,18:49:00,HKD/RUB,10.2427,vk,2023-05-18
3012,2023-05-18,18:49:00,JPY/RUB,0.58196,vk,2023-05-18
3013,2023-05-18,18:49:00,TRY/RUB,4.0522,vk,2023-05-18
3014,2023-05-18,18:49:00,USD/RUB,80.2826,vk,2023-05-18
3015,2023-05-19,18:49:00,CAD/RUB,59.1921,vk,2023-05-19
3016,2023-05-19,18:49:00,CHF/RUB,88.4833,vk,2023-05-19
3017,2023-05-19,18:49:00,CNY/RUB,11.3631,vk,2023-05-19
3018,2023-05-19,18:49:00,EUR/RUB,86.4662,vk,2023-05-19
3019,2023-05-19,18:49:00,GBP/RUB,99.1595,vk,2023-05-19
3020,2023-05-19,18:49:00,HKD/RUB,10.2395,vk,2023-05-19
3021,2023-05-19,18:49:00,JPY/RUB,0.57759,vk,2023-05-19
3022,2023-05-19,18:49:00,TRY/RUB,4.0402,vk,2023-05-19
3023,2023-05-19,18:49:00,USD/RUB,79.8591,vk,2023-05-19
3024,2023-05-22,18:49:00,CAD/RUB,59.2001,vk,2023-05-22
3025,2023-05-22,18:49:00,CHF/RUB,89.2463,vk,2023-05-22
3026,2023-05-22,18:49:00,CNY/RUB,11.3676,vk,2023-05-22
3027,2023-05-22,18:49:00,EUR/RUB,86.6642,vk,2023-05-22
3028,2023-05-22,18:49:00,GBP/RUB,99.4108,vk,2023-05-22
3029,2023-05-22,18:49:00,HKD/RUB,10.2327,vk,2023-05-22
3030,2023-05-22,18:49:00,JPY/RUB,0.58073,vk,2023-05-22
3031,2023-05-22,18:49:00,TRY/RUB,4.0417,vk,2023-05-22
3032,2023-05-22,18:49:00,USD/RUB,80.1172,vk,2023-05-22
3033,2023-05-23,18:49:00,CAD/RUB,59.3694,vk,2023-05-23
3034,2023-05-23,18:49:00,CHF/RUB,89.1333,vk,2023-05-23
3035,2023-05-23,18:49:00,CNY/RUB,11.3383,vk,2023-05-23
3036,2023-05-23,18:49:00,EUR/RUB,86.5497,vk,2023-05-23
3037,2023-05-23,18:49:00,GBP/RUB,99.5908,vk,2023-05-23
3038,2023-05-23,18:49:00,HKD/RUB,10.2475,vk,2023-05-23
3039,2023-05-23,18:49:00,JPY/RUB,0.57765,vk,2023-05-23
3040,2023-05-23,18:49:00,TRY/RUB,4.0442,vk,2023-05-23
3041,2023-05-23,18:49:00,USD/RUB,80.1606,vk,2023-05-23
3042,2023-05-24,18:49:00,CAD/RUB,59.2216,vk,2023-05-24
3043,2023-05-24,18:49:00,CHF/RUB,88.6748,vk,2023-05-24
3044,2023-05-24,18:49:00,CNY/RUB,11.3289,vk,2023-05-24
3045,2023-05-24,18:49:00,EUR/RUB,86.283,vk,2023-05-24
3046,2023-05-24,18:49:00,GBP/RUB,99.3189,vk,2023-05-24
3047,2023-05-24,18:49:00,HKD/RUB,10.2299,vk,2023-05-24
3048,2023-05-24,18:49:00,JPY/RUB,0.5778,vk,2023-05-24
3049,2023-05-24,18:49:00,TRY/RUB,4.0296,vk,2023-05-24
3050,2023-05-24,18:49:00,USD/RUB,80.1,vk,2023-05-24
3051,2023-05-25,18:49:00,CAD/RUB,58.8898,vk,2023-05-25
3052,2023-05-25,18:49:00,CHF/RUB,88.3022,vk,2023-05-25
3053,2023-05-25,18:49:00,CNY/RUB,11.3235,vk,2023-05-25
3054,2023-05-25,18:49:00,EUR/RUB,86.1479,vk,2023-05-25
3055,2023-05-25,18:49:00,GBP/RUB,98.9163,vk,2023-05-25
3056,2023-05-25,18:49:00,HKD/RUB,10.2295,vk,2023-05-25
3057,2023-05-25,18:49:00,JPY/RUB,0.57369,vk,2023-05-25
3058,2023-05-25,18:49:00,TRY/RUB,4.0238,vk,2023-05-25
3059,2023-05-25,18:49:00,USD/RUB,80.2333,vk,2023-05-25
3060,2023-05-26,18:49:00,CAD/RUB,58.6782,vk,2023-05-26
3061,2023-05-26,18:49:00,CHF/RUB,88.4685,vk,2023-05-26
3062,2023-05-26,18:49:00,CNY/RUB,11.3011,vk,2023-05-26
3063,2023-05-26,18:49:00,EUR/RUB,85.7619,vk,2023-05-26
3064,2023-05-26,18:49:00,GBP/RUB,98.8149,vk,2023-05-26
3065,2023-05-26,18:49:00,HKD/RUB,10.2246,vk,2023-05-26
3066,2023-05-26,18:49:00,JPY/RUB,0.57201,vk,2023-05-26
3067,2023-05-26,18:49:00,TRY/RUB,4.0143,vk,2023-05-26
3068,2023-05-26,18:49:00,USD/RUB,80.0288,vk,2023-05-26
3069,2023-05-29,18:49:00,CAD/RUB,58.765,vk,2023-05-29
3070,2023-05-29,18:49:00,CHF/RUB,88.5668,vk,2023-05-29
3071,2023-05-29,18:49:00,CNY/RUB,11.3902,vk,2023-05-29
3072,2023-05-29,18:49:00,EUR/RUB,86.7684,vk,2023-05-29
3073,2023-05-29,18:49:00,GBP/RUB,98.9246,vk,2023-05-29
3074,2023-05-29,18:49:00,HKD/RUB,10.2412,vk,2023-05-29
3075,2023-05-29,18:49:00,JPY/RUB,0.56878,vk,2023-05-29
3076,2023-05-29,18:49:00,TRY/RUB,4.009,vk,2023-05-29
3077,2023-05-29,18:49:00,USD/RUB,80.8811,vk,2023-05-29
3078,2023-05-30,18:49:00,CAD/RUB,59.3594,vk,2023-05-30
3079,2023-05-30,18:49:00,CHF/RUB,89.167,vk,2023-05-30
3080,2023-05-30,18:49:00,CNY/RUB,11.4289,vk,2023-05-30
3081,2023-05-30,18:49:00,EUR/RUB,86.9768,vk,2023-05-30
3082,2023-05-30,18:49:00,GBP/RUB,99.5035,vk,2023-05-30
3083,2023-05-30,18:49:00,HKD/RUB,10.3181,vk,2023-05-30
3084,2023-05-30,18:49:00,JPY/RUB,0.57543,vk,2023-05-30
3085,2023-05-30,18:49:00,TRY/RUB,4.0216,vk,2023-05-30
3086,2023-05-30,18:49:00,USD/RUB,81.1503,vk,2023-05-30
3087,2023-05-31,18:49:00,CAD/RUB,59.5633,vk,2023-05-31
3088,2023-05-31,18:49:00,CHF/RUB,88.8679,vk,2023-05-31
3089,2023-05-31,18:49:00,CNY/RUB,11.3737,vk,2023-05-31
3090,2023-05-31,18:49:00,EUR/RUB,86.5827,vk,2023-05-31
3091,2023-05-31,18:49:00,GBP/RUB,100.5219,vk,2023-05-31
3092,2023-05-31,18:49:00,HKD/RUB,10.3573,vk,2023-05-31
3093,2023-05-31,18:49:00,JPY/RUB,0.57936,vk,2023-05-31
3094,2023-05-31,18:49:00,TRY/RUB,3.9842,vk,2023-05-31
3095,2023-05-31,18:49:00,USD/RUB,81.1111,vk,2023-05-31
3096,2023-06-01,18:49:00,CAD/RUB,59.5205,vk,2023-06-01
3097,2023-06-01,18:49:00,CHF/RUB,88.9537,vk,2023-06-01
3098,2023-06-01,18:49:00,CNY/RUB,11.3463,vk,2023-06-01
3099,2023-06-01,18:49:00,EUR/RUB,86.78,vk,2023-06-01
3100,2023-06-01,18:49:00,GBP/RUB,100.3489,vk,2023-06-01
3101,2023-06-01,18:49:00,HKD/RUB,10.355,vk,2023-06-01
3102,2023-06-01,18:49:00,JPY/RUB,0.58061,vk,2023-06-01
3103,2023-06-01,18:49:00,TRY/RUB,3.9148,vk,2023-06-01
3104,2023-06-01,18:49:00,USD/RUB,80.7326,vk,2023-06-01
3105,2023-06-02,18:49:00,CAD/RUB,59.9878,vk,2023-06-02
3106,2023-06-02,18:49:00,CHF/RUB,89.4345,vk,2023-06-02
3107,2023-06-02,18:49:00,CNY/RUB,11.473,vk,2023-06-02
3108,2023-06-02,18:49:00,EUR/RUB,87.421,vk,2023-06-02
3109,2023-06-02,18:49:00,GBP/RUB,101.2886,vk,2023-06-02
3110,2023-06-02,18:49:00,HKD/RUB,10.3382,vk,2023-06-02
3111,2023-06-02,18:49:00,JPY/RUB,0.58289,vk,2023-06-02
3112,2023-06-02,18:49:00,TRY/RUB,3.8936,vk,2023-06-02
3113,2023-06-02,18:49:00,USD/RUB,81.4776,vk,2023-06-02
3114,2023-06-05,18:49:00,CAD/RUB,60.5355,vk,2023-06-05
3115,2023-06-05,18:49:00,CHF/RUB,89.2945,vk,2023-06-05
3116,2023-06-05,18:49:00,CNY/RUB,11.3691,vk,2023-06-05
3117,2023-06-05,18:49:00,EUR/RUB,86.8616,vk,2023-06-05
3118,2023-06-05,18:49:00,GBP/RUB,101.5398,vk,2023-06-05
3119,2023-06-05,18:49:00,HKD/RUB,10.3949,vk,2023-06-05
3120,2023-06-05,18:49:00,JPY/RUB,0.58034,vk,2023-06-05
3121,2023-06-05,18:49:00,TRY/RUB,3.8982,vk,2023-06-05
3122,2023-06-05,18:49:00,USD/RUB,80.9961,vk,2023-06-05
3123,2023-06-06,18:49:00,CAD/RUB,60.481,vk,2023-06-06
3124,2023-06-06,18:49:00,CHF/RUB,89.6504,vk,2023-06-06
3125,2023-06-06,18:49:00,CNY/RUB,11.3964,vk,2023-06-06
3126,2023-06-06,18:49:00,EUR/RUB,87.0556,vk,2023-06-06
3127,2023-06-06,18:49:00,GBP/RUB,100.8315,vk,2023-06-06
3128,2023-06-06,18:49:00,HKD/RUB,10.3794,vk,2023-06-06
3129,2023-06-06,18:49:00,JPY/RUB,0.58227,vk,2023-06-06
3130,2023-06-06,18:49:00,TRY/RUB,3.8388,vk,2023-06-06
3131,2023-06-06,18:49:00,USD/RUB,81.354,vk,2023-06-06
3132,2023-06-07,18:49:00,CAD/RUB,60.7036,vk,2023-06-07
3133,2023-06-07,18:49:00,CHF/RUB,89.8204,vk,2023-06-07
3134,2023-06-07,18:49:00,CNY/RUB,11.4811,vk,2023-06-07
3135,2023-06-07,18:49:00,EUR/RUB,87.7344,vk,2023-06-07
3136,2023-06-07,18:49:00,GBP/RUB,101.0732,vk,2023-06-07
3137,2023-06-07,18:49:00,HKD/RUB,10.4073,vk,2023-06-07
3138,2023-06-07,18:49:00,JPY/RUB,0.58414,vk,2023-06-07
3139,2023-06-07,18:49:00,TRY/RUB,3.793,vk,2023-06-07
3140,2023-06-07,18:49:00,USD/RUB,81.9432,vk,2023-06-07
3141,2023-06-08,18:49:00,CAD/RUB,61.3734,vk,2023-06-08
3142,2023-06-08,18:49:00,CHF/RUB,90.3411,vk,2023-06-08
3143,2023-06-08,18:49:00,CNY/RUB,11.5961,vk,2023-06-08
3144,2023-06-08,18:49:00,EUR/RUB,89.0601,vk,2023-06-08
3145,2023-06-08,18:49:00,GBP/RUB,102.3043,vk,2023-06-08
3146,2023-06-08,18:49:00,HKD/RUB,10.4951,vk,2023-06-08
3147,2023-06-08,18:49:00,JPY/RUB,0.58692,vk,2023-06-08
3148,2023-06-08,18:49:00,TRY/RUB,3.5628,vk,2023-06-08
3149,2023-06-08,18:49:00,USD/RUB,82.665,vk,2023-06-08
3150,2023-06-09,18:49:00,CAD/RUB,61.8668,vk,2023-06-09
3151,2023-06-09,18:49:00,CHF/RUB,91.7629,vk,2023-06-09
3152,2023-06-09,18:49:00,CNY/RUB,11.5546,vk,2023-06-09
3153,2023-06-09,18:49:00,EUR/RUB,88.9633,vk,2023-06-09
